X1,Y1,C1,X2,Y2,C2,X3,Y3,C3,X4,Y4,C4,X5,Y5,C5,X6,Y6,C6,X7,Y7,C7,X8,Y8,C8,X9,Y9,C9,X10,Y10,C10,X11,Y11,C11,X12,Y12,C12,X13,Y13,C13,X14,Y14,C14,X15,Y15,C15,X16,Y16,C16,X17,Y17,C17,X18,Y18,C18,X19,Y19,C19,X20,Y20,C20,X21,Y21,C21,X22,Y22,C22,X23,Y23,C23,X24,Y24,C24,X25,Y25,C25,Sitting
601.968,86.7245,0.942785,600.03,155.25,0.859289,541.258,147.438,0.855588,511.831,227.847,0.872691,564.727,182.688,0.829075,656.809,164.991,0.817602,680.264,243.348,0.888484,680.303,306.112,0.890273,588.217,321.82,0.709283,552.902,319.803,0.643177,507.908,453.086,0.718017,455.008,601.979,0.704606,625.442,325.699,0.646974,617.601,472.67,0.739275,603.85,609.8,0.767089,588.289,78.8886,0.899819,613.741,74.9625,0.862618,574.496,88.6954,0.830002,633.27,86.7379,0.94629,605.915,635.307,0.706415,623.511,633.363,0.792173,590.19,621.559,0.545491,427.588,623.544,0.596129,417.8,617.599,0.646022,460.89,619.545,0.653512,True
590.253,84.7887,0.924641,590.158,151.357,0.883659,535.366,147.337,0.807059,507.89,227.747,0.912046,556.922,178.84,0.890416,649.029,161.132,0.825577,676.346,241.384,0.850427,674.447,290.537,0.837219,578.464,321.799,0.649978,541.176,317.877,0.667997,492.263,447.205,0.787587,447.116,598.055,0.779958,617.601,323.756,0.672857,613.659,474.614,0.702558,602.022,607.824,0.770328,582.328,74.9167,0.847115,603.853,71.1407,0.951006,568.578,86.7635,0.849288,619.693,84.757,0.946108,605.889,635.249,0.760464,623.477,633.318,0.807628,588.313,619.659,0.56892,437.407,631.373,0.686382,421.725,621.595,0.669515,453.044,605.937,0.57078,True
517.696,76.9423,0.831159,523.503,145.431,0.868879,462.851,137.652,0.811982,441.324,225.708,0.837992,492.323,172.929,0.831475,582.339,147.34,0.775494,619.637,223.863,0.848266,633.279,194.499,0.827089,525.464,319.863,0.692995,488.319,321.767,0.631953,472.602,474.636,0.690605,462.849,613.7,0.784852,564.705,319.77,0.639537,601.906,443.198,0.787461,605.882,601.901,0.73785,505.941,69.0617,0.91618,525.612,67.083,0.902168,490.211,76.8995,0.804626,543.258,69.1458,0.84079,603.985,637.246,0.733011,621.569,635.238,0.735227,603.859,609.768,0.511002,449.16,641.114,0.661097,439.318,635.231,0.71349,474.633,621.603,0.658716,True
500.072,76.9106,0.83565,507.857,145.424,0.886681,445.291,137.621,0.829134,427.618,223.809,0.855033,478.487,167.024,0.867461,568.587,147.386,0.814081,598.017,223.867,0.852124,588.203,265.006,0.854762,515.756,312.013,0.648189,478.449,317.905,0.677589,470.679,460.865,0.649805,462.847,613.738,0.768788,554.91,306.109,0.715873,586.345,382.577,0.852419,603.867,480.525,0.800377,488.293,69.0308,0.892516,509.888,65.1103,0.904364,472.659,78.8514,0.799748,529.503,69.0299,0.889876,601.957,525.488,0.806943,615.693,521.587,0.682493,603.907,490.258,0.48406,447.138,643.062,0.646205,437.35,635.295,0.693911,476.489,625.488,0.632645,True
505.975,80.8382,0.869375,509.886,145.464,0.8975,449.17,139.623,0.785042,431.46,225.695,0.905269,478.599,172.886,0.814764,570.683,147.438,0.839816,596.11,227.76,0.867394,588.164,274.822,0.90558,517.723,310.079,0.664296,478.504,313.979,0.667364,470.696,462.854,0.679624,462.847,613.693,0.779267,554.973,306.183,0.709941,588.334,411.889,0.787298,635.203,537.247,0.735274,492.293,70.9513,0.937699,513.816,68.9603,0.891612,476.657,80.7827,0.810511,539.196,70.9784,0.943442,641.134,580.404,0.583598,656.79,572.581,0.583241,633.28,541.24,0.48708,447.196,643.06,0.688723,437.366,635.275,0.723009,476.514,623.491,0.655293,True
600.008,84.701,0.909002,602.038,149.461,0.908241,545.123,147.45,0.823726,519.695,227.814,0.856823,562.74,176.803,0.811951,662.624,153.34,0.774767,692.082,231.708,0.802878,684.254,304.15,0.863892,598.067,323.757,0.65681,556.921,321.76,0.688035,523.502,445.175,0.770666,521.57,601.888,0.754587,635.229,325.733,0.666005,635.347,474.546,0.759341,639.164,613.673,0.713781,586.33,73.0078,0.911766,607.809,71.0038,0.905458,572.494,84.7973,0.903183,631.279,80.7868,0.861209,650.907,637.245,0.716764,666.532,635.245,0.815485,629.367,623.535,0.545321,476.48,633.343,0.620364,476.5,625.438,0.545373,527.571,613.662,0.60629,True
619.506,84.6876,0.922237,619.6,149.486,0.912821,560.848,147.369,0.810174,533.376,229.723,0.829539,572.573,182.66,0.873149,680.322,159.146,0.807814,709.696,239.518,0.84752,707.756,306.162,0.83933,603.982,319.881,0.72018,568.683,315.896,0.674769,537.297,427.565,0.784628,555.02,586.208,0.812545,645.078,323.761,0.676008,643.1,470.687,0.696446,645.013,611.76,0.683458,605.889,72.9535,0.878791,631.358,71.0212,0.913439,590.283,84.7658,0.806089,649.043,82.7051,0.915522,650.906,639.146,0.668195,666.602,635.311,0.802921,629.402,623.486,0.524409,556.863,619.662,0.695225,541.188,617.694,0.764692,568.652,588.309,0.573619,True
637.241,86.6608,0.912438,633.326,151.412,0.89253,574.6,139.572,0.779868,537.281,225.841,0.895048,574.512,194.444,0.887272,692.023,165.079,0.813009,711.639,245.449,0.871583,709.723,319.731,0.872916,605.852,319.831,0.717201,570.638,311.983,0.682739,539.314,429.561,0.77898,539.334,588.262,0.776857,646.939,321.864,0.689859,645.027,472.613,0.670482,646.937,615.688,0.71702,631.311,74.9208,0.847549,650.909,74.9229,0.901449,615.698,84.6615,0.805987,670.491,86.6557,0.866549,654.863,639.16,0.610596,668.604,635.296,0.723236,633.225,631.353,0.552827,527.54,635.253,0.687105,517.728,629.41,0.63073,552.945,596.058,0.546324,True
664.565,102.325,0.901351,639.144,155.272,0.815355,586.315,133.82,0.821059,535.324,212.172,0.848965,580.408,194.504,0.861637,696.003,176.761,0.814523,703.859,259.023,0.85546,698.046,323.806,0.866508,603.842,321.829,0.724335,568.598,315.905,0.656238,529.44,431.556,0.757216,498.103,592.173,0.682212,639.171,331.556,0.677901,641.105,476.482,0.744202,645.033,615.656,0.721205,652.943,86.7116,0.880659,678.343,92.6165,0.851988,635.334,84.7976,0.902497,694.025,100.449,0.876231,652.864,639.176,0.651317,666.669,635.328,0.789726,631.352,629.38,0.548139,482.47,633.338,0.711616,474.533,625.497,0.672614,507.944,603.865,0.518123,True
678.279,123.897,0.808361,639.175,161.075,0.831053,588.274,133.678,0.815893,525.647,208.187,0.862393,582.337,198.369,0.819348,695.931,182.742,0.831083,695.938,268.889,0.816543,684.238,337.385,0.8755,596.046,327.672,0.663606,556.939,319.814,0.672852,509.889,445.139,0.756005,464.84,594.128,0.699452,633.233,335.52,0.726018,635.288,476.521,0.797575,643.052,615.627,0.726679,668.539,106.269,0.817045,690.115,116.128,0.8783,648.954,88.7099,0.894208,699.911,118.038,0.463688,652.9,639.167,0.667898,666.686,635.298,0.76758,631.296,627.404,0.579915,455.032,635.182,0.698042,443.222,627.439,0.667131,470.719,603.978,0.499832,True
637.208,194.518,0.824203,586.268,184.69,0.821601,537.312,165.082,0.794324,478.511,241.548,0.890228,547.12,259.14,0.789454,635.2,208.151,0.815096,633.308,298.313,0.784032,619.591,366.853,0.850175,535.296,341.425,0.671436,496.2,337.435,0.663514,464.871,462.926,0.750145,454.985,609.787,0.697219,570.529,349.198,0.714104,602.029,468.754,0.79301,635.355,607.826,0.73478,635.194,180.733,0.804988,648.925,182.692,0.352889,601.935,147.488,0.849823,0.0,0.0,0.0,664.597,619.65,0.595165,670.572,617.588,0.642458,631.318,629.36,0.636809,445.226,639.191,0.667928,431.483,635.263,0.747094,464.829,619.655,0.566822,True
619.591,223.795,0.831637,572.493,202.301,0.810608,523.516,184.679,0.755214,462.922,270.797,0.852318,539.267,290.374,0.807027,621.555,216.015,0.722854,619.668,306.188,0.812538,607.827,378.63,0.762698,523.574,349.182,0.729897,490.271,339.476,0.662253,462.944,455.035,0.778235,455.043,605.922,0.716803,556.865,351.235,0.74357,603.964,468.7,0.77875,633.298,603.939,0.787395,613.725,210.058,0.779873,633.249,212.054,0.509344,584.28,174.859,0.785845,0.0,0.0,0.0,651.0,633.314,0.711523,664.673,627.393,0.710534,621.555,619.559,0.718464,445.196,637.245,0.719271,431.496,633.364,0.779849,464.843,619.582,0.593126,True
619.617,253.249,0.819179,570.657,229.692,0.807975,519.678,214.059,0.742568,462.895,298.27,0.834894,535.311,333.522,0.713953,625.483,245.375,0.676398,619.648,325.697,0.813234,607.846,400.264,0.824569,521.599,368.852,0.736393,484.402,366.801,0.677995,462.829,460.935,0.819127,456.928,609.769,0.70682,554.956,372.736,0.714107,613.676,478.509,0.768337,627.387,605.875,0.74268,609.823,241.419,0.777999,633.28,239.546,0.617007,576.466,210.167,0.749509,0.0,0.0,0.0,650.899,635.221,0.737998,662.684,631.326,0.764776,617.562,621.516,0.661261,445.16,637.294,0.693223,431.48,635.195,0.760411,464.878,619.634,0.599986,True
588.304,310.051,0.829035,558.84,306.2,0.861535,505.962,292.44,0.778105,460.78,376.662,0.83526,507.901,398.259,0.893062,617.534,321.752,0.861658,617.57,402.184,0.846382,615.671,445.113,0.914549,513.803,435.423,0.706429,482.418,429.557,0.71773,447.239,466.74,0.819396,454.988,617.548,0.75845,547.112,443.223,0.676238,633.247,476.63,0.882199,629.341,607.823,0.714267,582.334,296.32,0.784071,603.839,302.146,0.828488,556.887,274.713,0.89845,619.602,290.359,0.079355,650.97,635.189,0.760698,662.701,631.295,0.768687,615.697,621.507,0.65574,445.168,641.114,0.73358,431.471,635.292,0.802207,462.925,625.45,0.676571,True
553.01,290.415,0.937399,531.399,313.98,0.817125,476.639,304.185,0.833878,445.182,388.39,0.851896,494.153,396.267,0.881326,586.324,321.889,0.876446,594.156,398.286,0.853229,599.986,435.418,0.857879,511.813,443.218,0.719573,478.572,435.458,0.686008,447.118,458.935,0.846703,454.994,613.667,0.728975,543.246,445.215,0.700662,625.453,474.601,0.828416,629.344,607.798,0.723372,541.263,274.887,0.914612,566.648,278.68,0.848812,523.517,261.083,0.876613,574.592,274.751,0.494743,650.968,635.255,0.763123,664.553,631.353,0.784027,617.546,621.536,0.684059,447.138,641.117,0.726252,431.528,635.302,0.801038,462.929,621.559,0.641063,True
515.732,282.61,0.841961,505.948,323.78,0.874688,449.119,319.87,0.844664,431.454,398.223,0.881406,476.574,398.145,0.903558,556.899,333.542,0.854068,572.5,400.195,0.913863,566.69,433.459,0.853017,503.987,451.123,0.709829,474.536,449.177,0.690264,437.423,447.122,0.827943,439.317,613.7,0.710726,535.353,451.138,0.694419,617.545,466.743,0.853643,623.54,605.92,0.73245,507.833,272.733,0.918119,525.574,272.805,0.961543,486.348,270.855,0.838209,541.221,272.845,0.906506,658.781,635.313,0.76491,664.71,631.335,0.784096,615.603,621.523,0.68275,433.486,645.045,0.654126,417.85,639.168,0.679075,449.114,623.506,0.531133,True
509.841,282.631,0.887899,498.153,325.754,0.823378,445.247,321.859,0.868296,427.624,400.235,0.866371,476.535,400.096,0.910779,554.883,335.445,0.872761,570.678,400.178,0.91425,566.677,431.495,0.869489,503.992,449.122,0.728167,474.562,447.216,0.704908,441.332,447.115,0.845749,433.454,615.654,0.761554,535.307,449.128,0.71591,617.571,462.954,0.870272,619.61,609.786,0.744154,498.115,272.762,0.891153,523.471,272.781,0.928265,478.519,272.827,0.941091,539.149,274.693,0.90094,662.701,637.183,0.760152,666.567,633.19,0.752971,605.866,621.616,0.617363,431.532,645.004,0.672521,415.849,639.157,0.729808,445.232,625.485,0.560855,True
507.845,288.426,0.922809,496.18,333.527,0.870619,445.18,325.749,0.820476,427.6,404.069,0.83921,474.598,402.111,0.857767,552.945,337.431,0.86941,570.54,402.132,0.874135,568.593,431.581,0.872271,504.013,451.139,0.720544,474.573,451.081,0.699684,443.22,447.158,0.841512,433.454,615.613,0.748483,535.323,451.144,0.694374,617.632,464.82,0.882015,619.612,615.629,0.761621,494.247,274.827,0.929119,515.771,274.802,0.879038,476.579,276.73,0.904842,531.444,276.743,0.836481,664.609,637.21,0.772253,666.571,633.249,0.756523,605.878,629.39,0.630695,433.461,641.146,0.678118,415.897,637.224,0.728913,445.188,623.519,0.537593,True
505.973,288.534,0.93954,494.31,335.519,0.915294,443.28,331.595,0.809531,429.487,402.16,0.855794,474.59,404.076,0.832521,551.006,339.398,0.837548,568.672,404.066,0.835111,566.645,431.607,0.842375,503.962,453.035,0.713525,474.557,451.126,0.682177,445.124,447.155,0.839882,431.557,613.711,0.738774,531.463,451.108,0.696387,615.704,462.899,0.88207,619.57,613.719,0.7603,494.153,276.749,0.924715,513.786,276.703,0.87671,476.511,280.646,0.869178,529.481,278.71,0.810269,664.578,637.213,0.782444,666.558,633.225,0.756369,605.852,627.438,0.613849,433.459,645.05,0.646426,415.896,639.179,0.658746,443.258,621.592,0.469916,True
505.908,288.465,0.920167,494.31,337.405,0.921428,445.139,333.571,0.836826,429.558,404.116,0.857946,476.504,407.985,0.849331,550.982,341.374,0.815398,566.659,409.927,0.830589,556.862,431.535,0.894697,505.92,451.074,0.741189,474.636,449.138,0.708218,441.299,449.172,0.806914,431.59,611.777,0.753071,535.313,451.072,0.699003,617.692,462.896,0.901303,619.632,609.82,0.752397,494.112,274.885,0.924733,511.871,274.877,0.890898,476.483,278.738,0.863948,527.492,282.603,0.848346,664.627,637.215,0.78059,666.605,633.241,0.755001,605.876,623.523,0.628006,433.465,645.044,0.693961,415.908,639.186,0.707218,445.168,621.515,0.523119,True
505.929,282.59,0.857989,496.193,337.381,0.904827,445.194,333.533,0.838469,429.602,406.038,0.85584,476.624,413.774,0.903306,552.939,339.474,0.833112,564.752,409.906,0.818064,554.994,431.552,0.906072,505.934,449.179,0.720262,476.491,447.26,0.681144,445.166,447.281,0.826181,433.461,615.63,0.720304,533.411,449.192,0.687859,617.66,462.888,0.905851,619.589,613.721,0.76902,492.311,272.824,0.942249,511.91,272.766,0.906097,476.496,276.802,0.873244,527.585,276.759,0.861808,664.636,637.231,0.781031,666.587,633.244,0.753897,605.868,629.351,0.64764,433.461,645.035,0.614604,417.761,639.18,0.636428,445.255,623.484,0.483862,True
505.922,272.799,0.923066,496.213,331.574,0.840971,445.179,323.832,0.834105,429.575,402.11,0.8773,476.632,411.894,0.885322,552.985,335.559,0.871861,566.712,402.138,0.841863,554.941,433.507,0.885828,507.822,447.229,0.754342,476.561,447.187,0.71651,443.212,447.229,0.823054,433.452,615.621,0.737953,535.346,447.213,0.719516,617.679,462.902,0.894176,619.664,613.673,0.741173,492.314,261.068,0.927731,513.789,259.217,0.876819,476.511,272.816,0.922672,527.586,272.791,0.87918,662.673,635.358,0.767342,664.701,633.21,0.775318,607.832,627.422,0.624647,431.493,646.951,0.662792,415.871,639.225,0.668606,445.228,623.504,0.527008,True
505.968,272.73,0.906842,498.113,327.65,0.830789,445.216,323.736,0.855189,429.539,400.198,0.876872,478.453,407.996,0.854946,554.872,335.411,0.854722,568.617,400.256,0.867825,554.965,431.603,0.901109,505.969,447.211,0.746103,476.501,447.123,0.704675,445.291,445.268,0.869591,441.251,613.711,0.700123,535.351,447.24,0.709367,617.628,462.84,0.900267,619.666,613.669,0.737277,494.152,259.184,0.938056,513.812,259.144,0.892791,476.522,270.882,0.896407,529.47,270.799,0.842617,654.88,635.328,0.730136,664.607,633.212,0.771569,609.794,627.444,0.629224,437.369,646.951,0.639552,421.696,639.218,0.645805,449.137,623.529,0.496274,True
507.932,266.938,0.884321,500.095,321.866,0.866097,447.106,319.862,0.863945,429.498,400.122,0.893287,478.5,402.172,0.866338,554.983,329.633,0.825767,570.558,400.155,0.926327,554.908,431.553,0.920939,504.005,447.204,0.722815,474.561,445.265,0.678865,445.231,443.28,0.84532,445.263,605.838,0.75545,531.444,447.251,0.705694,617.615,460.912,0.897674,619.616,602.022,0.779458,494.276,257.159,0.938558,519.636,257.102,0.887624,478.459,263.046,0.879989,535.305,263.017,0.839886,648.918,631.31,0.723013,654.825,621.602,0.786339,607.798,617.642,0.665865,455.032,635.266,0.655169,433.495,635.213,0.644468,453.047,617.624,0.475136,True
511.899,262.999,0.854971,505.994,321.709,0.901062,449.113,317.805,0.813788,429.484,400.091,0.892483,478.561,400.227,0.884434,556.996,323.798,0.834735,572.549,400.152,0.923999,554.984,431.509,0.94357,503.991,447.119,0.730928,474.586,445.186,0.694042,447.233,445.157,0.865156,447.21,605.88,0.747464,531.44,447.185,0.718486,617.597,462.779,0.898204,619.549,605.875,0.772699,504.007,255.2,0.875954,525.487,255.204,0.927525,482.484,261.104,0.858514,541.152,261.071,0.923069,648.982,633.204,0.73522,654.882,625.434,0.756929,605.9,621.531,0.679095,449.157,639.177,0.622451,433.439,635.321,0.64644,458.926,617.61,0.532024,True
523.643,264.988,0.881333,509.934,319.906,0.91115,456.979,315.938,0.784494,429.54,398.256,0.903022,480.48,402.147,0.840394,570.517,323.814,0.835557,582.385,400.239,0.848518,568.619,431.426,0.871592,505.895,445.29,0.731289,474.552,445.168,0.701952,447.103,449.128,0.825351,447.098,615.697,0.782872,535.342,447.211,0.704477,617.562,462.874,0.884606,619.594,609.791,0.751156,509.97,257.06,0.908949,537.256,257.05,0.893851,492.292,261.042,0.914037,552.958,261.121,0.854661,650.882,635.317,0.755895,658.792,633.226,0.776604,607.802,623.544,0.653826,451.097,645.07,0.676731,433.472,641.151,0.675938,453.085,625.463,0.500808,True
539.154,270.896,0.893387,523.488,319.853,0.902568,464.788,312.0,0.790017,429.534,398.252,0.887339,482.469,400.256,0.841774,574.596,323.792,0.814433,596.1,402.152,0.78797,586.28,429.452,0.845276,509.845,451.089,0.7274,476.632,449.114,0.68583,447.11,449.103,0.843051,447.115,617.607,0.771674,541.204,451.129,0.707473,617.616,462.825,0.904468,619.636,611.743,0.743865,525.504,257.234,0.932157,549.054,259.048,0.890979,505.906,259.214,0.872496,564.712,264.995,0.79767,648.983,635.297,0.758754,656.839,633.194,0.770888,607.867,625.447,0.632418,449.151,648.867,0.651752,431.573,643.125,0.652276,453.083,625.454,0.510638,True
551.015,261.047,0.871843,533.38,310.02,0.814374,476.543,304.181,0.832486,431.52,394.297,0.847351,494.183,396.17,0.855036,590.159,319.825,0.842541,607.87,396.187,0.813916,604.001,427.577,0.845468,509.869,443.275,0.742708,476.615,441.274,0.66521,445.258,458.961,0.794206,445.277,617.605,0.793702,543.213,445.163,0.7044,621.551,462.927,0.858791,619.638,613.7,0.752667,539.252,247.377,0.881609,560.808,251.285,0.848204,515.78,255.15,0.826165,576.502,257.201,0.864776,650.921,637.18,0.754128,660.699,633.281,0.773431,607.855,629.349,0.629793,447.235,645.039,0.653741,431.536,641.113,0.669783,453.074,625.479,0.539328,True
556.849,241.511,0.926975,539.268,288.506,0.907704,480.487,278.681,0.774435,443.285,368.794,0.883213,507.927,370.781,0.840601,599.922,296.32,0.769951,619.592,370.815,0.860123,619.65,408.035,0.86367,507.971,413.933,0.803991,474.614,411.95,0.729881,443.246,466.781,0.729268,445.3,617.572,0.804837,543.191,415.848,0.752146,621.577,474.536,0.817402,621.539,613.713,0.743565,543.199,227.775,0.897321,570.534,227.853,0.903117,523.53,231.672,0.844943,586.315,239.471,0.841513,649.028,637.214,0.756163,658.78,633.296,0.797854,611.756,629.367,0.599504,449.115,646.967,0.698061,431.53,641.168,0.721621,451.133,623.532,0.544347,True
558.831,208.091,0.853714,541.252,257.171,0.891641,484.423,245.418,0.758622,447.271,337.443,0.881193,509.918,339.494,0.805998,601.992,264.991,0.796701,621.595,337.519,0.846055,627.393,386.46,0.840404,511.824,384.557,0.759756,476.644,382.546,0.758684,445.277,462.841,0.791306,447.098,615.643,0.79167,549.078,386.513,0.703181,619.618,462.909,0.836445,619.653,611.746,0.74666,551.0,194.428,0.902475,570.694,194.484,0.932753,525.588,196.373,0.875192,588.308,200.339,0.836538,651.007,637.209,0.764057,660.713,633.285,0.790558,605.924,623.541,0.650257,449.172,646.972,0.671026,431.566,641.144,0.681958,451.134,621.577,0.529808,True
560.858,163.042,0.84517,547.068,217.997,0.792217,488.301,210.139,0.782216,454.985,302.216,0.822377,521.568,302.181,0.794922,605.846,227.735,0.812728,625.484,306.127,0.838496,627.385,366.939,0.850476,521.631,366.898,0.739824,480.547,364.913,0.699352,451.093,462.928,0.711873,445.302,615.608,0.800676,556.838,368.85,0.748203,619.528,474.59,0.816252,619.671,611.725,0.730503,552.935,149.359,0.883073,572.6,149.383,0.913418,525.609,155.298,0.839472,590.206,159.216,0.829401,650.948,637.19,0.756673,660.705,633.294,0.80691,607.863,625.463,0.609921,449.145,645.06,0.68934,431.533,639.197,0.735082,449.16,621.524,0.545032,True
